CWNS_NUM,FBI,LANDFILL,LAND_APP,MHI
13000054001,0,0,1,0
13000059001,0,0,1,0
13000062001,0,0,0,1
13000062002,0,1,0,0
13000062005,0,0,1,0
13000073001,0,1,0,0
13000075004,0,1,0,0
13000078003,0,0,1,0
13000081001,0,0,1,0
13000084001,0,1,0,0
13000087001,0,1,0,0
13000093001,0,0,1,0
13000098001,0,1,0,0
13000104003,0,1,0,0
13000109003,0,1,0,0
13000110001,0,0,1,0
13000113001,0,0,1,0
13000118001,0,1,0,0
13000119001,0,1,0,0
13000120001,0,0,1,0
13000123001,0,1,0,0
13000126001,0,0,1,0
13000129001,0,1,0,0
13000130001,0,1,0,0
13000131001,0,1,0,0
13000135001,0,1,0,0
13000138001,0,1,0,0
13000138002,0,0,1,0
13000165001,0,1,0,0
13000168001,0,1,0,0
13000172001,0,1,0,0
13000175001,0,1,0,0
13000178001,0,1,0,0
13000181001,0,1,0,0
13000184004,0,1,0,0
13000191001,0,1,0,0
13000193001,0,1,0,0
13000194001,0,1,0,0
13000195007,0,1,0,0
13000195008,0,1,0,0
13000195009,0,1,0,0
13000196001,0,1,0,0
13000197001,0,0,1,0
13000198001,0,1,0,0
13000199001,0,1,0,0
13000200001,0,0,1,0
13000201001,0,1,0,0
13000202001,0,1,0,0
13000203001,0,1,0,0
13000203002,0,1,0,0
13000204001,0,0,1,0
13000204003,0,0,1,0
13000204004,0,0,1,0
13000205006,0,1,0,0
13000206001,0,1,0,0
13000207001,0,1,0,0
13000207002,0,1,0,0
13000208001,0,0,1,0
13000208007,0,0,1,0
13000209001,0,1,0,0
13000210001,0,1,0,0
13000211002,0,1,0,0
13000211003,0,1,0,0
13000212001,0,1,0,0
13000216007,0,1,0,0
13000217001,0,0,1,0
13000221001,0,1,0,0
13000222001,0,0,1,0
13000222002,0,1,0,0
13000260001,0,1,0,0
13000278002,0,1,0,0
13000301003,0,0,1,0
13000328001,0,0,1,0
13000328002,0,1,0,0
13000346001,0,1,0,0
13000399002,0,1,0,0
13000400001,0,1,0,0
13000402004,0,0,1,0
13000500001,0,1,0,0
13000509001,0,1,0,0
13000511001,0,0,1,0
13000521001,0,1,0,0
13000523001,0,1,0,0
13000529001,0,1,0,0
13000532001,0,1,0,0
13000537002,0,1,0,0
13000542001,0,1,0,0
13000545001,0,1,0,0
13000546001,0,1,0,0
13000547001,0,1,0,0
13000549001,0,1,0,0
13000552001,0,1,0,0
13000555001,0,1,0,0
13000556001,0,1,0,0
13000558002,0,1,0,0
13000563001,0,1,0,0
13000564001,0,1,0,0
13000565001,0,1,0,0
13000567001,0,1,0,0
13000573001,0,1,0,0
13000575003,0,1,0,0
13000575004,0,1,0,0
13000575007,0,1,0,0
13000575008,0,1,0,0
13000576001,0,1,0,0
13000578001,0,1,0,0
13000583001,0,1,0,0
13000585001,0,0,1,0
13000585002,0,0,1,0
13000589001,0,1,0,0
13000594001,0,1,0,0
13000599001,0,1,0,0
13000600001,0,1,0,0
13000600002,0,1,0,0
13000602001,0,1,0,0
13000605001,0,1,0,0
13000609001,0,1,0,0
13000609002,0,1,0,0
13000612001,0,1,0,0
13000621001,0,1,0,0
13000623001,0,1,0,0
13000623002,0,1,0,0
13000625001,0,1,0,0
13000626001,0,1,0,0
13000627001,0,0,1,0
13000637001,0,1,0,0
13000642002,0,1,0,0
13000646001,0,0,1,0
13000647001,0,0,1,0
13000649001,0,1,0,0
13000650001,0,1,0,0
13000657001,0,0,1,0
13000660001,0,1,0,0
13000663001,0,1,0,0
13000667001,0,1,0,0
13000667002,0,1,0,0
13000667003,0,1,0,0
13000670001,0,1,0,0
13000672001,0,0,1,0
13000683001,0,1,0,0
13000696001,0,1,0,0
13000696002,0,1,0,0
13000697001,0,1,0,0
13000697002,0,1,0,0
13000698001,0,1,0,0
13000716001,0,1,0,0
13000716002,0,1,0,0
13000728001,0,1,0,0
13000733001,0,1,0,0
13000735001,0,0,1,0
13000742001,0,1,0,0
13000754001,0,1,0,0
13000755001,0,0,1,0
13000758001,0,1,0,0
13000763001,0,0,1,0
13000779001,0,1,0,0
13000781001,0,1,0,0
13000782001,0,1,0,0
13000784001,0,0,1,0
13000785001,0,1,0,0
13000791001,0,0,1,0
13000793001,0,0,1,0
13000796001,0,1,0,0
13000804001,0,1,0,0
13000805001,0,1,0,0
13000809001,0,1,0,0
13000811001,0,1,0,0
13000814001,0,1,0,0
13000815001,0,1,0,0
13000825001,0,0,1,0
13000830001,0,1,0,0
13000834001,0,0,1,0
13000835001,0,1,0,0
13000840002,0,1,0,0
13000845001,0,1,0,0
13000847001,0,1,0,0
13000849001,0,1,0,0
13000851001,0,1,0,0
13000856001,0,1,0,0
13000857002,0,1,0,0
13000864002,0,1,0,0
13000868001,0,0,1,0
15000001001,0,1,0,0
15000001002,0,1,0,0
15000001003,0,1,0,0
15000001006,0,1,0,0
15000001010,0,1,0,0
15000001012,0,1,0,0
15000003001,0,0,0,1
15000003002,0,1,0,0
15000003010,0,0,0,1
15000003011,0,1,0,0
15000003012,0,1,0,0
15000003019,0,1,0,0
15000003021,0,1,0,0
15000003022,0,1,0,0
15000003027,0,1,0,0
15000003028,0,1,0,0
15000007001,0,1,0,0
15000007002,0,1,0,0
15000007003,0,1,0,0
15000007004,0,1,0,0
15000009001,0,1,0,0
15000009003,0,1,0,0
15000009004,0,1,0,0
16000001001,0,0,1,0
16000004001,0,0,1,0
16000005001,0,0,1,0
16000005002,0,0,1,0
16000007001,0,0,1,0
16000008001,0,0,1,0
16000009001,0,0,1,0
16000011001,0,0,1,0
16000016001,0,0,1,0
16000017001,0,0,1,0
16000026001,0,0,1,0
16000030002,0,1,0,0
16000039001,0,1,0,0
16000063001,0,0,1,0
16000072001,0,0,1,0
16000081001,0,1,0,0
16000083001,0,0,1,0
16000087001,0,0,1,0
16000089001,0,0,1,0
16000120001,0,0,1,0
16000123001,0,0,1,0
16000124001,0,1,0,0
16000130001,0,0,1,0
16000134001,0,0,1,0
16000136001,0,1,0,0
16000139001,0,1,0,0
16000151001,0,0,1,0
16000152001,0,0,1,0
16000175001,0,0,1,0
17000001001,0,1,0,0
17000002001,0,0,0,1
17000004001,0,0,1,0
17000009001,0,1,0,0
17000012001,0,1,0,0
17000013001,0,1,0,0
17000015001,0,1,0,0
17000015002,0,1,0,0
17000016001,0,1,0,0
17000022001,0,0,1,0
17000023001,0,0,1,0
17000026001,0,1,0,0
17000029001,0,1,0,0
17000033001,0,1,0,0
17000035001,0,1,0,0
17000035002,0,1,0,0
17000038001,0,1,0,0
17000048001,0,0,1,0
17000050001,0,1,0,0
17000052001,0,1,0,0
17000061002,0,1,0,0
17000064001,0,0,1,0
17000067001,0,1,0,0
17000068001,0,0,1,0
17000071003,0,0,1,0
17000073001,0,0,1,0
17000075001,0,0,1,0
17000076001,0,0,1,0
17000080001,0,0,1,0
17000081001,0,0,1,0
17000082001,0,0,1,0
17000083001,0,0,1,0
17000084001,0,0,1,0
17000085001,0,1,0,0
17000086001,0,0,1,0
17000093001,0,1,0,0
17000094001,0,0,1,0
17000096001,0,0,1,0
17000097001,0,0,1,0
17000098001,0,0,1,0
17000101001,0,0,1,0
17000103001,0,0,1,0
17000107001,0,0,1,0
17000108001,0,0,1,0
17000112001,0,0,1,0
17000112002,0,0,1,0
17000128002,0,1,0,0
17000133001,0,0,1,0
17000136001,0,1,0,0
17000143001,0,1,0,0
17000144001,0,1,0,0
17000144003,0,0,1,0
17000148001,0,0,1,0
17000149001,0,0,1,0
17000149004,0,1,0,0
17000150001,0,0,1,0
17000151001,0,0,1,0
17000154001,0,0,1,0
17000154002,0,0,1,0
17000155001,0,0,1,0
17000158001,0,1,0,0
17000160001,0,1,0,0
17000161001,0,0,1,0
17000161002,0,0,1,0
17000162001,0,0,1,0
17000163001,0,1,0,0
17000164001,0,0,1,0
17000165001,0,0,1,0
17000168001,0,1,0,0
17000170001,0,1,0,0
17000175001,0,0,1,0
17000177001,0,1,0,0
17000178001,0,1,0,0
17000179001,0,0,1,0
17000181001,0,0,1,0
17000185001,0,0,1,0
17000224003,0,1,0,0
17000225001,0,0,1,0
17000226001,0,1,0,0
17000227001,0,1,0,0
17000232001,0,1,0,0
17000233001,0,1,0,0
17000234001,0,0,1,0
17000236001,0,1,0,0
17000237003,0,1,0,0
17000238001,0,1,0,0
17000241003,0,0,1,0
17000245002,0,1,0,0
17000246001,0,0,1,0
17000247001,0,0,1,0
17000249001,0,0,1,0
17000250001,0,0,1,0
17000255001,0,1,0,0
17000260001,0,0,1,0
17000267001,0,1,0,0
17000269001,0,0,1,0
17000270001,0,1,0,0
17000273001,0,1,0,0
17000278001,0,1,0,0
17000282001,0,0,1,0
17000284001,0,0,1,0
17000286001,0,1,0,0
17000287002,0,0,1,0
17000290001,0,0,1,0
17000295001,0,1,0,0
17000299002,0,0,1,0
17000302001,0,0,1,0
17000312001,0,1,0,0
17000319001,0,1,0,0
17000319002,0,0,1,0
17000323001,0,1,0,0
17000323003,0,1,0,0
17000324001,0,0,1,0
17000334001,0,0,1,0
17000337001,0,1,0,0
17000338001,0,1,0,0
17000338002,0,1,0,0
17000343001,0,1,0,0
17000343002,0,1,0,0
17000344001,0,0,1,0
17000345001,0,0,1,0
17000346001,0,1,0,0
17000347001,0,0,1,0
17000348001,0,1,0,0
17000352001,0,1,0,0
17000353001,0,0,1,0
17000354001,0,1,0,0
17000356001,0,1,0,0
17000363001,0,1,0,0
17000364001,0,0,1,0
17000366001,0,1,0,0
17000367001,0,0,1,0
17000378002,0,0,1,0
17000402001,0,0,1,0
17000402006,0,0,1,0
17000408001,0,0,1,0
17000418001,0,0,1,0
17000418003,0,0,1,0
17000421001,0,1,0,0
17000430001,0,1,0,0
17000432001,0,0,1,0
17000438001,0,1,0,0
17000443001,0,0,1,0
17000444001,0,1,0,0
17000484001,0,0,1,0
17000485003,0,1,0,0
17000487001,0,1,0,0
17000489002,0,0,1,0
17000490001,0,0,1,0
17000490005,0,0,1,0
17000507001,0,1,0,0
17000512001,0,0,1,0
17000523001,0,0,1,0
17000524001,0,1,0,0
17000525001,0,0,1,0
17000529001,0,0,1,0
17000530001,0,0,1,0
17000537001,0,1,0,0
17000537002,0,1,0,0
17000537009,0,1,0,0
17000539001,0,1,0,0
17000587001,0,1,0,0
17000597001,0,0,1,0
17000598001,0,0,1,0
17000601002,0,0,1,0
17000608001,0,1,0,0
17000609001,0,0,1,0
17000614001,0,0,1,0
17000615001,0,0,1,0
17000617001,0,1,0,0
17000623001,0,0,1,0
17000626001,0,1,0,0
17000627001,0,0,1,0
17000629001,0,0,1,0
17000630001,0,0,1,0
17000631001,0,0,1,0
17000632001,0,1,0,0
17000635001,0,0,1,0
17000637001,0,0,1,0
17000640001,0,1,0,0
17000643001,0,0,1,0
17000648001,0,0,1,0
17000651001,0,1,0,0
17000652001,0,1,0,0
17000653001,0,0,1,0
17000657001,0,0,1,0
17000657002,0,0,1,0
17000658001,0,0,1,0
17000660001,0,0,1,0
17000661001,0,1,0,0
17000664001,0,1,0,0
17000665001,0,0,1,0
17000667001,0,0,1,0
17000670001,0,0,1,0
17000670003,0,1,0,0
17000671001,0,0,1,0
17000672001,0,1,0,0
17000673001,0,1,0,0
17000677001,0,0,1,0
17000679001,0,1,0,0
17000689001,0,1,0,0
17000690001,0,1,0,0
17000691001,0,0,1,0
17000693001,0,0,1,0
17000703001,0,0,1,0
17000703006,0,1,0,0
17000705001,0,1,0,0
17000710001,0,1,0,0
17000711002,0,0,1,0
17000712001,0,0,1,0
17000715001,0,1,0,0
17000716001,0,0,1,0
17000718001,0,1,0,0
17000721001,0,0,1,0
17000721002,0,0,1,0
17000721005,0,0,1,0
17000721007,0,0,1,0
17000721008,0,1,0,0
17000721009,0,0,1,0
17000729001,0,0,1,0
17000729002,0,0,1,0
17001015001,0,0,1,0
17001108001,0,1,0,0
17001109001,0,1,0,0
17001111001,0,0,1,0
17001114001,0,1,0,0
17001120001,0,0,1,0
17001127001,0,0,1,0
17001202001,0,1,0,0
17001203001,0,1,0,0
17001204003,0,1,0,0
17001221001,0,0,1,0
17001312002,0,0,1,0
17001316001,0,1,0,0
17001403001,0,1,0,0
17001404001,0,1,0,0
17001405001,0,1,0,0
17001410001,0,0,1,0
17001412001,0,1,0,0
17001414001,0,1,0,0
17001415001,0,0,1,0
17001417001,0,1,0,0
17001418001,0,1,0,0
17001502001,0,0,1,0
17001505001,0,0,1,0
17001605001,0,0,1,0
17001723001,0,0,1,0
17001812001,0,1,0,0
17001813001,0,1,0,0
17001902001,0,1,0,0
17001911001,0,0,1,0
17002912020,0,0,1,0
17003001001,0,1,0,0
17003017001,0,0,1,0
17003101001,0,0,1,0
17003211001,0,1,0,0
17003212001,0,1,0,0
17003305001,0,1,0,0
17003401001,0,0,1,0
17003506001,0,1,0,0
17003508001,0,0,1,0
17003716001,0,1,0,0
17003719001,0,0,1,0
17003804001,0,1,0,0
17003813001,0,1,0,0
17003815001,0,1,0,0
17003816001,0,0,1,0
17003817001,0,1,0,0
17003818001,0,0,1,0
17003903001,0,0,1,0
17003911001,0,0,1,0
17003914001,0,0,1,0
17005002001,0,0,1,0
17005017001,0,1,0,0
17005104001,0,0,1,0
17005105001,0,0,1,0
17005201001,0,1,0,0
17005211001,0,0,1,0
17005215001,0,1,0,0
17005303001,0,1,0,0
17005310001,0,0,1,0
17005322001,0,1,0,0
17005326001,0,1,0,0
17005406001,0,1,0,0
17005412001,0,0,1,0
17005414001,0,1,0,0
17005500001,0,1,0,0
17005501001,0,0,1,0
17005555080,0,0,1,0
17005612001,0,0,1,0
17005710001,0,1,0,0
17005713001,0,1,0,0
17005721001,0,1,0,0
17005803001,0,0,1,0
17005804001,0,0,1,0
17005805001,0,1,0,0
17005809001,0,1,0,0
17005813001,0,0,1,0
17005903001,0,1,0,0
17005909001,0,1,0,0
17005912001,0,0,1,0
17005913001,0,0,1,0
17005917001,0,1,0,0
17006513001,0,0,1,0
17006702001,0,1,0,0
17007103001,0,1,0,0
17007112001,0,0,1,0
17007117001,0,0,1,0
17007201001,0,0,1,0
17007202001,0,0,1,0
17007211001,0,1,0,0
17007212001,0,1,0,0
17007301001,0,0,1,0
17007401001,0,0,1,0
17007412001,0,0,1,0
17007416001,0,0,1,0
17007505001,0,0,1,0
17007513001,0,0,1,0
17007514001,0,0,1,0
17007514002,0,0,1,0
17007516001,0,1,0,0
17007603001,0,0,1,0
17007605001,0,1,0,0
17007706001,0,1,0,0
17007708001,0,1,0,0
17007712001,0,0,1,0
17007713001,0,1,0,0
17007805001,0,1,0,0
17008502001,0,0,1,0
17008512001,0,0,1,0
17008514001,0,0,1,0
17008602001,0,0,1,0
17009104001,0,1,0,0
17009105002,0,0,1,0
17009107001,0,0,1,0
17009301001,0,1,0,0
17009302001,0,0,1,0
17009303001,0,0,1,0
17009314001,0,0,1,0
17009601001,0,0,1,0
17009602001,0,0,1,0
17009614001,0,1,0,0
17009703001,0,0,1,0
17009901001,0,1,0,0
17009914001,0,1,0,0
17009920001,0,0,1,0
17009924001,0,0,1,0
17009930001,0,0,1,0
17009931001,0,0,1,0
17009935001,0,0,1,0
18000002001,0,0,1,0
18000003001,0,1,0,0
18000005001,0,0,1,0
18000006001,0,1,0,0
18000011001,0,0,1,0
18000014001,0,0,1,0
18000015001,0,1,0,0
18000016001,0,0,1,0
18000017001,0,1,0,0
18000018001,0,0,1,0
18000019001,0,0,1,0
18000025001,0,0,1,0
18000026001,0,0,1,0
18000027001,0,0,1,0
18000030001,0,1,0,0
18000034001,0,1,0,0
18000039001,0,0,1,0
18000040001,0,1,0,0
18000041001,0,1,0,0
18000042001,0,1,0,0
18000043001,0,0,1,0
18000044001,0,0,1,0
18000045001,0,0,1,0
18000051001,0,0,1,0
18000052001,0,1,0,0
18000054001,0,1,0,0
18000055001,0,0,1,0
18000056001,0,0,1,0
18000057001,0,0,1,0
18000061001,0,0,0,1
18000061002,0,1,0,0
18000063001,0,0,1,0
18000073001,0,0,1,0
18000074001,0,0,1,0
18000075001,0,1,0,0
18000077001,0,0,1,0
18000086001,0,0,1,0
18000102001,0,1,0,0
18000103001,0,1,0,0
18000104001,0,1,0,0
18000105001,0,0,0,1
18000106001,0,0,1,0
18000110001,0,1,0,0
18000113001,0,0,1,0
18000114001,0,1,0,0
18000153001,0,0,1,0
18000154001,0,1,0,0
18000155001,0,0,1,0
18000157001,0,1,0,0
18000160001,0,1,0,0
18000200001,0,1,0,0
18000201001,0,0,1,0
18000202001,0,1,0,0
18000225001,0,1,0,0
18000228001,0,0,1,0
18000233001,0,1,0,0
18000250001,0,0,1,0
18000251001,0,0,1,0
18000252001,0,1,0,0
18000254001,0,0,1,0
18000256001,0,0,1,0
18000275001,0,0,1,0
18000276001,0,0,1,0
18000282001,0,1,0,0
18000302001,0,0,1,0
18000326001,0,0,1,0
18000328001,0,0,1,0
18000331001,0,0,1,0
18000356001,0,1,0,0
18000376001,0,0,1,0
18000377001,0,0,1,0
18000378001,0,0,1,0
18000379001,0,1,0,0
18000380001,0,1,0,0
18000381001,0,1,0,0
18000381002,0,1,0,0
18000400001,0,0,1,0
18000401001,0,0,0,1
18000402001,0,0,1,0
18000403001,0,0,1,0
18000405001,0,0,1,0
18000450001,0,1,0,0
18000452001,0,1,0,0
18000453001,0,0,1,0
18000454001,0,0,1,0
18000458001,0,0,1,0
18000501001,0,0,1,0
18000504001,0,0,1,0
18000505001,0,0,1,0
18000506001,0,0,1,0
18000508001,0,0,1,0
18000600001,0,0,1,0
18000601001,0,0,1,0
18000602001,0,0,1,0
18000604001,0,0,1,0
18000701001,0,0,1,0
18000702001,0,1,0,0
18000704001,0,0,1,0
18000705001,0,1,0,0
18000707001,0,1,0,0
18000710001,0,0,1,0
18000801001,0,1,0,0
18000804001,0,0,1,0
18000806001,0,1,0,0
18000807001,0,0,1,0
18000809001,0,0,1,0
18000827001,0,0,1,0
18000828001,0,0,1,0
18000851001,0,1,0,0
18000876001,0,0,1,0
18000877001,0,0,1,0
18000879001,0,0,1,0
18000880001,0,0,1,0
18000902001,0,1,0,0
18000903002,0,1,0,0
18001002001,0,1,0,0
18001006001,0,1,0,0
18001008001,0,0,1,0
18001009001,0,1,0,0
18001010001,0,0,1,0
18001011001,0,0,1,0
18001052001,0,1,0,0
18001053001,0,0,1,0
18001492001,0,1,0,0
18001493001,0,0,1,0
18001611001,0,1,0,0
18001619001,0,0,1,0
18001691001,0,0,1,0
18001694001,0,0,1,0
18001775001,0,1,0,0
18001776001,0,1,0,0
18001816001,0,1,0,0
18001817001,0,0,1,0
18001833001,0,1,0,0
18002010001,0,0,1,0
18002020002,0,0,1,0
18002020003,0,1,0,0
18002030001,0,0,1,0
18002040001,0,1,0,0
18002050001,0,1,0,0
18002060001,0,0,0,1
18002070001,0,0,1,0
18002080001,0,0,1,0
18002100001,0,1,0,0
18002110001,0,0,1,0
18002120001,0,1,0,0
18002130001,0,1,0,0
18002140001,0,0,1,0
18002150001,0,0,1,0
18002160001,0,0,1,0
18002170001,0,0,1,0
18002180001,0,0,1,0
18002190001,0,0,1,0
18002200001,0,0,1,0
18002210001,0,0,1,0
18002220001,0,0,1,0
18003010001,0,0,1,0
18003020001,0,0,1,0
18003030001,0,0,1,0
18003040001,0,0,1,0
18003050001,0,0,1,0
18003080001,0,1,0,0
18003090001,0,0,1,0
18003110001,0,1,0,0
18003120001,0,0,1,0
18003130001,0,1,0,0
18003160001,0,1,0,0
18003170001,0,0,1,0
18003190001,0,0,1,0
18003200001,0,0,1,0
18003210001,0,0,1,0
18003220001,0,0,1,0
18003230001,0,0,1,0
18003250001,0,0,1,0
18003270001,0,0,1,0
18003280001,0,0,1,0
18003290001,0,0,1,0
18003300001,0,0,1,0
18003330001,0,0,1,0
18003360001,0,1,0,0
18003370001,0,0,1,0
18003400001,0,0,1,0
18003410001,0,1,0,0
18003420001,0,0,1,0
18004052001,0,0,1,0
18004053001,0,0,1,0
18004072001,0,0,1,0
18004075001,0,0,1,0
18004076001,0,0,1,0
18004092002,0,0,1,0
18004101001,0,0,1,0
18004111001,0,1,0,0
18004133001,0,0,1,0
18004153001,0,0,1,0
18004154001,0,0,1,0
18004155001,0,0,1,0
18004171001,0,0,1,0
18004172001,0,0,1,0
18004173001,0,0,1,0
18004174001,0,0,1,0
18004181001,0,1,0,0
18004211001,0,0,1,0
18004231001,0,1,0,0
18004232001,0,0,1,0
18004234001,0,1,0,0
18004253001,0,1,0,0
18004254001,0,0,1,0
18004272001,0,0,1,0
18004274001,0,1,0,0
18004275001,0,1,0,0
18004312001,0,0,1,0
18004313001,0,0,1,0
18004372001,0,1,0,0
18004373001,0,1,0,0
18004375001,0,0,1,0
18004391001,0,0,1,0
18004392001,0,0,1,0
18004393001,0,0,1,0
18004451001,0,0,1,0
18004452001,0,0,1,0
18004453001,0,1,0,0
18004454001,0,0,1,0
18004491001,0,1,0,0
18004492001,0,0,1,0
18004531001,0,0,1,0
18004533001,0,1,0,0
18004535001,0,1,0,0
18004536001,0,1,0,0
18004538001,0,1,0,0
18004539001,0,1,0,0
18004552001,0,0,1,0
18004553001,0,0,1,0
18004591001,0,0,1,0
18004612001,0,0,1,0
18004613001,0,1,0,0
18004618001,0,0,1,0
18004653001,0,0,1,0
18004654001,0,0,1,0
18004655001,0,0,1,0
18004662001,0,1,0,0
18004672001,0,0,1,0
18004691001,0,0,1,0
18004692001,0,1,0,0
18004695001,0,1,0,0
18004711001,0,0,1,0
18004716001,0,1,0,0
18004731001,0,0,1,0
18004732001,0,0,1,0
18004751001,0,0,1,0
18004752001,0,1,0,0
18004753001,0,0,1,0
18004772001,0,1,0,0
18004791001,0,0,1,0
18004793001,0,1,0,0
18004831001,0,0,1,0
18004835001,0,0,1,0
18004841001,0,0,1,0
18004853001,0,0,1,0
18004854001,0,1,0,0
18004856001,0,0,1,0
18004857001,0,0,1,0
18004859001,0,1,0,0
18004860001,0,0,1,0
18004861001,0,0,1,0
18004862001,0,1,0,0
18004873001,0,0,1,0
18004874001,0,0,1,0
18004911001,0,1,0,0
18004912001,0,0,1,0
18004914001,0,1,0,0
18004917001,0,0,1,0
18004931001,0,0,1,0
18004932001,0,1,0,0
18004959001,0,1,0,0
18005011001,0,0,1,0
18005031001,0,0,1,0
18005071001,0,0,1,0
18005072001,0,1,0,0
18005073001,0,0,1,0
18005077001,0,0,1,0
18005078002,0,1,0,0
18005112001,0,0,1,0
18005131001,0,0,1,0
18005133001,0,0,1,0
18005134001,0,0,1,0
18005171001,0,0,1,0
18005174001,0,0,1,0
18005179001,0,0,1,0
18005192001,0,1,0,0
18005214001,0,0,1,0
18005231001,0,0,1,0
18005232001,0,1,0,0
18005233001,0,1,0,0
18005251001,0,0,1,0
18005253001,0,1,0,0
18005311001,0,0,1,0
18005313001,0,0,1,0
18005331001,0,0,1,0
18005334001,0,1,0,0
18005351001,0,0,1,0
18005354001,0,1,0,0
18005355001,0,1,0,0
18005357001,0,1,0,0
18005371002,0,0,1,0
18005372001,0,0,1,0
18005373001,0,0,1,0
18005391001,0,0,1,0
18005411001,0,1,0,0
18005431001,0,0,1,0
18005471001,0,0,1,0
18005472001,0,0,1,0
18005473001,0,1,0,0
18005474001,0,1,0,0
18005475001,0,0,1,0
18005476001,0,0,1,0
18005491001,0,0,1,0
18005551001,0,0,1,0
18005591001,0,0,1,0
18005751001,0,0,1,0
18005771001,0,0,1,0
18005811001,0,1,0,0
18005813001,0,0,1,0
18005831001,0,0,1,0
18005993001,0,0,1,0
18005995011,0,0,1,0
19000002001,0,0,1,0
19000003001,0,0,1,0
19000009001,0,0,1,0
19000010001,0,0,1,0
19000015001,0,0,1,0
19000018001,0,0,1,0
19000019001,0,0,1,0
19000021001,0,1,0,0
19000023001,0,0,1,0
19000024001,0,0,1,0
19000028002,0,0,1,0
19000029001,0,0,1,0
19000043001,0,0,1,0
19000045001,0,0,1,0
19000046001,0,0,1,0
19000049001,0,0,1,0
19000065001,0,0,1,0
19000070001,0,1,0,0
19000071001,0,0,1,0
19000073001,0,0,1,0
19000088001,0,0,1,0
19000093001,0,1,0,0
19000106001,0,0,1,0
19000112001,0,1,0,0
19000119001,0,0,1,0
19000125001,0,0,1,0
19000126001,0,0,1,0
19000128001,0,1,0,0
19000129001,0,0,1,0
19000133001,0,0,1,0
19000134001,1,0,0,0
19000137001,0,0,1,0
19000137002,0,0,1,0
19000141001,0,0,1,0
19000146001,0,0,1,0
19000152001,0,0,1,0
19000153001,0,0,1,0
19000158001,0,0,1,0
19000162001,0,0,1,0
19000167001,0,1,0,0
19000170001,0,0,1,0
19000178001,0,1,0,0
19000182001,0,1,0,0
19000183001,0,1,0,0
19000184001,0,0,1,0
19000189001,0,0,1,0
19000194001,0,0,1,0
19000197001,0,1,0,0
19000200001,0,1,0,0
19000202001,0,0,1,0
19000208001,0,0,0,1
19000208002,0,1,0,0
19000223001,0,0,1,0
19000226001,0,0,1,0
19000228001,0,0,1,0
19000232001,0,0,1,0
19000241001,0,0,1,0
19000243001,1,0,0,0
19000250001,0,0,1,0
19000253001,0,1,0,0
19000256001,0,0,1,0
19000263001,0,0,1,0
19000270001,0,0,1,0
19000277001,0,1,0,0
19000280001,0,0,1,0
19000281001,0,0,1,0
19000287001,0,0,1,0
19000293001,0,0,1,0
19000301001,0,1,0,0
19000303001,0,0,1,0
19000304001,0,1,0,0
19000313001,0,0,1,0
19000316001,0,1,0,0
19000324001,0,0,1,0
19000328001,0,1,0,0
19000329001,0,0,1,0
19000333001,0,1,0,0
19000348001,0,0,1,0
19000351001,0,1,0,0
19000352001,0,0,1,0
19000353001,0,0,1,0
19000354001,0,1,0,0
19000362001,0,1,0,0
19000368001,0,0,1,0
19000373001,0,0,1,0
19000378001,0,1,0,0
19000392001,0,0,1,0
19000397001,0,1,0,0
19000398001,0,0,1,0
19000399001,0,0,1,0
19000402001,0,0,1,0
19000403001,0,0,1,0
19000405001,0,1,0,0
19000406001,0,0,1,0
19000409001,0,0,1,0
19000409003,0,0,1,0
19000410001,0,0,1,0
19000411001,0,0,1,0
19000416001,0,0,1,0
19000417001,0,1,0,0
19000429001,0,1,0,0
19000439001,0,0,1,0
19000446001,0,0,1,0
19000449001,0,0,1,0
19000456001,0,0,1,0
19000457001,0,0,1,0
19000462001,0,1,0,0
19000465001,0,0,1,0
19000471001,0,0,1,0
19000492001,0,1,0,0
19000493001,0,0,1,0
19000500001,0,1,0,0
19000513001,0,1,0,0
19000517001,0,0,1,0
19000523001,0,0,1,0
19000526001,0,0,1,0
19000528001,0,0,1,0
19000529001,0,0,1,0
19000532001,0,0,1,0
19000536001,0,0,1,0
19000537001,0,0,1,0
19000542001,0,0,1,0
19000570001,0,1,0,0
19000577001,0,0,1,0
19000580001,0,1,0,0
19000582001,0,0,1,0
19000596001,0,1,0,0
19000598001,0,1,0,0
19000600001,0,1,0,0
19000602001,0,0,1,0
19000603001,0,0,1,0
19000604001,0,1,0,0
19000605001,0,0,1,0
19000607001,0,0,1,0
19000614002,0,1,0,0
19000615001,0,0,1,0
19000619001,0,0,1,0
19000622001,0,0,1,0
19000623001,0,0,1,0
19000640001,0,0,1,0
19000647001,0,1,0,0
19000648001,0,1,0,0
19000649001,0,1,0,0
19000649002,0,1,0,0
19000655001,0,1,0,0
19000657001,0,0,1,0
19000672001,0,1,0,0
19000674001,0,0,1,0
19000690001,0,1,0,0
19000719001,0,0,1,0
19000720001,0,1,0,0
19000740001,0,1,0,0
19000743001,0,0,1,0
19000747001,0,0,1,0
19000755001,0,1,0,0
19000761001,0,1,0,0
19000778001,0,0,1,0
19000788001,0,0,1,0
19000791001,0,0,1,0
19000797001,0,1,0,0
19000798001,0,0,1,0
19000801001,0,0,1,0
19000804001,0,1,0,0
19000807001,0,0,1,0
19000813001,0,1,0,0
