FACILITY_ID,CWNS_ID,FLOW_2022_MGD_FINAL,FACILITY_NAME,INFRASTRUCTURE_TYPE,LATITUDE,LONGITUDE,CITY,STATE_CODE,AUTHORITY_NAME,COUNTY_NAME,HUC,WATERSHED_NAME,FACILITY_TYPE
1109553,13000728001,0.12,Nahunta LAS,Wastewater,31.217492,-81.969784,Nahunta,GA,Nahunta,,,,Treatment Plant
1109554,13000729001,1.25,Nashville,Wastewater,31.209332,-83.260699,Nashville,GA,Nashville,,,,Treatment Plant
1113311,17000018001,0.06,THEBES STP,Wastewater,37.225,-89.44,Thebes,IL,"THEBES, VILLAGE OF",Alexander,7140105,Upper Mississippi-Cape Girardeau,Collection: Pump Stations
1113333,17000042001,0.07,MULBERRY GROVE STP,Wastewater,38.9217,-89.26,Mulberry Grove,IL,MULBERRY GROVE SD,,,,Treatment Plant
1113348,17000061002,1.4,PARIS-SOUTH STP,Wastewater,39.6192,-87.6819,Paris,IL,"PARIS, CITY OF",Edgar,5120111,Middle Wabash-Busseron,Collection: Combined Sewers
1113425,17000150001,5,"LOCKPORT, Division St . WWTP",Wastewater,41.5823,-88.065,Lockport,IL,LOCKPORT WATER&SEWG DEPT.,Will,7120004,Des Plaines,Collection: Separate Sewers
1105511,05000715001,0.112,Calion WWTP,Wastewater,33.331284,-92.541389,Calion,AR,"CALION, CITY OF",Union,8040201,Lower Ouachita-Smackover,Collection: Pump Stations
1108975,13000022003,12,Cobb Noonday Creek WPCP,Wastewater,34.0735,-84.5379,Kennesaw,GA,Cobb County Water and Sewer,,,,Treatment Plant
1109223,13000202001,6,City of Dublin,Wastewater,32.518814,-82.886041,Dublin,GA,Dublin,Laurens,3070102,Lower Oconee,Treatment Plant
1109236,13000207001,4,Moultrie WPCP,Wastewater,31.1627,-83.8082,Moultrie,GA,Moultrie,Colquitt,3120002,Upper Ochlockonee,Treatment Plant
1109374,13000574002,0.125,Concord South Pond,Wastewater,33.083,-84.4326,Concord,GA,Concord,Pike,3130005,Upper Flint,Treatment Plant
1109551,13000725001,0.27,Mount Vernon WPCP,Wastewater,32.167972,-82.591861,Mount Vernon,GA,Mount Vernon,,,,Collection: Separate Sewers
1109680,13000856001,1.5,Winder Marburg CR WPCP,Wastewater,33.9597,-83.721,Winder,GA,City of Winder Water Department,Barrow,3070101,Upper Oconee,Treatment Plant
1113294,17000001001,0.38,EARLVILLE STP,Wastewater,41.5836,-88.92,Earlville,IL,"EARLVILLE      ,CITYOF",,,,Collection: Combined Sewers
1113431,17000154002,0.73,NEW LENOX STP #2,Wastewater,41.4772,-87.9986,New Lenox,IL,"NEW LENOX, VILLAGE OF",,,,Treatment Plant
1113432,17000155001,0.72,CHANNAHON STP,Wastewater,41.4122,-88.228,Channahon,IL,VILLAGE CHANNAHON,,,,Treatment Plant
1232106,36001017001,2.6,"Huntington, (T) STP & Collection",Wastewater,40.88122,-73.42209,Huntington,NY,Town of Huntington,,,,Collection: Separate Sewers
1232113,36003066001,1.08,Walden (V) Sewers & WWTP,Wastewater,41.5697,-74.1931,Walden,NY,"Lanc and Tully Engineering and Surveying, P.C.",Orange,2020007,Rondout,Collection: Separate Sewers
1232128,36005012001,0.06,"St.Armand (T), STP & Sewers",Wastewater,44.40323,-74.07708,Bloomingdale,NY,Town of St. Armand,Essex,2010006,Great Chazy-Saranac,Treatment Plant
1232145,36006110001,0.06,Morristown (V) STP,Wastewater,44.589056,-75.642861,Morristown,NY,"MORRISTOWN, VILLAGE OF",,,,Collection: Separate Sewers
1232172,36008088001,0.6,Palmyra (V) STP,Wastewater,43.062617,-77.21872,Palmyra,NY,"PALMYRA, VILLAGE OF",,,,Treatment Plant
1232771,17009811001,0.25,ASHLEY STP,Wastewater,38.3203,-89.1869,Ashley,IL,"ASHLEY, CITY OF",,,,Treatment Plant
1234634,19000088001,0.692,BLOOMFIELD WWTP,Wastewater,40.7432,-92.4094,Bloomfield,IA,BLOOMFIELD CITY OF,Davis,7110001,Bear-Wyaconda,Collection: Separate Sewers
1235509,21000278001,0.04,LIVINGSTON STP,Wastewater,37.293611,-84.216667,Livingston,KY,LIVINGSTON STP,Rockcastle,5130102,Rockcastle,Treatment Plant
1236374,37004405001,6,WAYNESVILLE WWTP,Wastewater,35.4975,-82.9842,Waynesville,NC,"WAYNESVILLE, CITY OF",Haywood,6010106,Pigeon,Treatment Plant
1236383,37006402001,0.09,BAILEY WWTP,Wastewater,35.792,-78.125,Bailey,NC,"BAILEY, TOWN OF",Nash,3020203,Contentnea,Collection: Separate Sewers
1237442,22009900001,31.25,"SHREVEPORT, LUCAS WWTP",Wastewater,32.4009,-93.6913,Shreveport,LA,"SHREVEPORT, CITY OF - LUCAS",Caddo,11140202,Middle Red-Coushatta,Treatment Plant
1238046,41000047001,0.9,JUNCTION CITY STP,Wastewater,44.219,-123.23,Junction City,OR,"JUNCTION CITY     ,CITYOF",Lane,17090003,Upper Willamette,Collection: Separate Sewers
1239218,26002051001,0.425,CLINTON STP,Wastewater,42.0625,-83.9736,Clinton,MI,"CLINTON, VILLAGE OF",,,,Collection: Separate Sewers
1239222,26003068001,1,HASTINGS STP,Wastewater,42.65,-85.2996,Hastings,MI,"HASTINGS      ,CITYOF",,,,Treatment Plant
1221078,36007044001,0.6,"Moravia, (V) WWTP",Wastewater,42.709182,-76.432314,Moravia,NY,"MORAVIA, VILLAGE OF",Cayuga,4140201,Seneca,Treatment Plant
1221169,36007189001,4,Oswego (C) West Side STP,Wastewater,43.4561,-76.5278,Oswego,NY,Oswego (C),Oswego,4140101,Irondequoit-Ninemile,Collection: Separate Sewers
1221184,36007219001,2,Cayuga Heights (V) STP,Wastewater,42.4676,-76.50062,Ithaca,NY,CAYUGA HEIGHTS (V),Tompkins,4140201,Seneca,Treatment Plant
1221357,36009034001,0.78,Portville (V) WWTP,Wastewater,42.0384,-78.3404,Portville,NY,"PORTVILLE, VILLAGE OF",Cattaraugus,5010001,Upper Allegheny,Treatment Plant
1227825,48003117001,2.75,TAYLOR STP,Wastewater,30.5709,-97.4085,Taylor,TX,CITY OF TAYLOR,,,,Treatment Plant
1227870,48005017002,5.723,Greenville WWTP,Wastewater,33.121111,-96.075,Greenville,TX,CITY OF GREENVILLE,,,,Collection: Separate Sewers
1134073,29004055001,0.02,Village of Benton City WWTF,Wastewater,39.130874,-91.75068,Benton City,MO,Village of Benton City,Audrain,7110008,Cuivre,Treatment Plant
1105049,05000221001,0.095,Sparkman WWTP,Wastewater,33.9212,-92.8579,Sparkman,AR,Sparkman,Dallas,8040102,Upper Ouachita,Treatment Plant
1105127,05000300001,0.23,Dierks WWTP,Wastewater,34.1136,-94.0092,Dierks,AR,Dierks,Howard,11140109,Lower Little,Treatment Plant
1105190,05000386001,0.021,Beedeville WWTP,Wastewater,35.4369,-91.1342,Beedeville,AR,Beedeville,,,,Treatment Plant
1105335,05000535001,0.17,Fouke WWTP,Wastewater,33.2581,-93.9014,Fouke,AR,Fouke,Miller,11140302,Lower Sulphur,Treatment Plant
1109156,13000151001,0.075,Odum LAS,Wastewater,31.659033,-82.041377,Odum,GA,Odum,Wayne,3070202,Little Satilla,Collection: Separate Sewers
1109169,13000163002,0.056,Rochelle Southwest WPCP,Wastewater,31.941023,-83.449695,Rochelle,GA,City of Rochelle,,,,Treatment Plant
1109426,13000616001,0.2,Fairmount WPCP,Wastewater,34.448139,-84.708806,Fairmount,GA,City of Fairmount,,,,Treatment Plant
1109671,13000847001,4,Washington WPCP,Wastewater,33.711038,-82.740986,Washington,GA,City of Washington,Wilkes,3060105,Little,Treatment Plant
1113306,17000014001,0.15,WOODLAWN STP,Wastewater,38.33351,-89.02456,Woodlawn,IL,"WOODLAWN     ,VILLAGEOF",,,,Treatment Plant
1113370,17000083001,0.57,BYRON STP,Wastewater,42.1274,-89.2481,Byron,IL,"BYRON, CITY OF",Ogle,7090005,Lower Rock,Treatment Plant
1113384,17000101001,0.24,TOLONO STP,Wastewater,39.98265,-88.25939,Tolono,IL,"TOLONO, VILLAGE OF",Champaign,5120112,Embarras,Treatment Plant
1113507,17000232001,5.015,SWANSEA STP,Wastewater,38.52955,-89.98065,Swansea,IL,"SWANSEA      ,VILLAGEOF",St. Clair,7140204,Lower Kaskaskia,Treatment Plant
1113642,17000374001,0.16,ANNAWAN STP,Wastewater,41.4007,-89.9078,Annawan,IL,"ANNAWAN      ,VILLAGEOF",,,,Collection: Separate Sewers
1113985,17000712001,12,Flagg Creek Wtr Reclamation Distric,Wastewater,41.764163,-87.90667,Hinsdale,IL,FLAGG CREEK WATER RECLAMATION DIST,Cook,7120004,Des Plaines,Collection: Interceptor Sewers
1114248,17005710001,0.12,CISSNA PARK STW,Wastewater,40.5622,-87.8938,Cissna Park,IL,"CISSNA PARK, VIL OF",,,,Collection: Separate Sewers
1114330,17007315001,0.1,CHAPIN STP,Wastewater,39.7617,-90.3933,Chapin,IL,"CHAPIN, CITY OF",,,,Collection: Separate Sewers
1088948,26003184001,0.575,BETSIE LAKE UNTILIES AUTH,Wastewater,44.6331,-86.2231,Frankfort,MI,"FRANKFORT, CITY OF",,,,Collection: Separate Sewers
1088961,26003206001,3.2,CADILLAC TWP WTW,Wastewater,44.2634,-85.3992,Cadillac,MI,"CADILLAC, CITY OF",,,,Collection: Separate Sewers
1092515,25000230001,1.44,Bridgewater Sewerage Collection System and WWTF,Wastewater,41.994887,-70.966428,Bridgewater,MA,Bridgewater Sewer Department,Plymouth,1090004,Narragansett,Treatment Plant
1094083,50000033001,0.25,Hinesburg WWTF,Wastewater,44.332444,-73.125815,Hinesburg,VT,"Hinesburg, Town of",Chittenden,2010003,Winooski,Collection: Separate Sewers
1094090,50000040001,0.045,Marshfield WWTF,Wastewater,44.3486,-72.35416,Marshfield,VT,"Marshfield, Village of",,,,Treatment Plant
1094140,50000089001,1.4,Winooski WWTF,Wastewater,44.490788,-73.197733,Winooski,VT,"Winooski, City of",,,,Collection: Separate Sewers
1220859,36005045001,9.5,Glens Falls (C) WWTP,Wastewater,43.304944,-73.623694,Glens Falls,NY,"GLENS FALLS, CITY OF",Saratoga,2020003,Hudson-Hoosic,Treatment Plant
1221332,36008255001,0.383,Sodus (V) WWTP,Wastewater,43.25,-77.06194,Sodus,NY,SODUS (V),Wayne,4140101,Irondequoit-Ninemile,Treatment Plant
1221377,36009058001,0.14,Sherman (V) WWTP,Wastewater,42.155472,-79.600139,Sherman,NY,"SHERMAN, VILLAGE OF",,,,Treatment Plant
1227212,42004030001,2.42,LEWISBURG AREA STP,Wastewater,40.9488,-76.8865,Lewisburg,PA,LEWISBURG AREA JOINT SEW AUTH,Union,2050206,Lower West Branch Susquehanna,Collection: Separate Sewers
1227873,48005022004,5.4,Sulphur Springs WWTP,Wastewater,33.1472,-95.6265,Sulphur Springs,TX,CITY OF SULPHUR SPRINGS,,,,Collection: Separate Sewers
1227878,48005053001,3.6,Hoggs Bayou WWTP,Wastewater,32.158787,-94.293073,Carthage,TX,City of Carthage,Panola,12010002,Middle Sabine,Treatment Plant
1229249,55005050001,5.2,WATERTOWN STP,Wastewater,43.1847,-88.7345,Watertown,WI,WATERTOWN CITY WWTF,,,,Collection: Separate Sewers
1230195,31000675001,0.05,DAVENPORT WWTP,Wastewater,40.3144,-97.7961,Davenport,NE,"DAVENPORT, VILLAGE OF",,,,Treatment Plant
1230219,31001355001,0.04,PLEASANTON WWTP,Wastewater,40.9683,-99.085,Pleasanton,NE,Village of Pleasanton,Buffalo,10200102,Wood,Treatment Plant
1230261,31002320001,0.058,STERLING WWTP,Wastewater,40.4588,-96.3761,Sterling,NE,STERLING WWTF,,,,Treatment Plant
1234654,19000301001,1.65,FOREST CITY WWTP,Wastewater,43.2597,-93.6325,Forest City,IA,FOREST CITY CITY OF,Winnebago,7080203,Winnebago,Treatment Plant
1235968,51000123001,4.95,ABINGDON WWTP & Collection System,Wastewater,36.68706,-81.98219,Abingdon,VA,Town of Abingdon,Washington,6010102,South Fork Holston,Collection: Pump Stations
1237417,22003057001,0.685,CAMERON STP,Wastewater,29.7863,-93.3252,Cameron,LA,CAMERON PARISH POLICE JURY,,,,Treatment Plant
1238044,41000032001,2.5,SILVERTON STP,Wastewater,45.0097,-122.8003,Silverton,OR,"SILVERTON      ,CITYOF",Marion,17090009,Molalla-Pudding,Treatment Plant
1238386,24000083001,0.101,HEBRON WWTP,Wastewater,38.4087,-75.7555,Hebron,MD,"HEBRON, COMMISSIONERS OF",Wicomico,2080109,Western Lower Delmarva,Treatment Plant
1229237,55004540001,0.52,SPENCER WWTP,Wastewater,44.753783,-90.292344,Spencer,WI,SPENCER SEWER UTILITY,Marathon,7070001,Upper Wisconsin,Treatment Plant
1229239,55004580001,0.6,STANLEY WWTP,Wastewater,44.952194,-90.934944,Stanley,WI,STANLEY CITY,,,,Collection: Separate Sewers
1230204,31000950001,4.5,FREMONT WWTP,Wastewater,41.4222,-96.3461,Fremont,NE,City of Fremont,Dodge,10220003,Lower Elkhorn,Treatment Plant
1230885,20000467001,0.019,SOLDIER WWTP,Wastewater,39.5328,-95.9619,Soldier,KS,"SOLDIER, CITY OF",Jackson,10270102,Middle Kansas,Treatment Plant
1232132,36005049001,0.25,Warrensburg (T) STP & Sewers,Wastewater,43.491093,-73.77933,Warrensburg,NY,WARRENSBURG (T),Warren,2020001,Upper Hudson,Collection: Separate Sewers
1232150,36006128001,0.813,Vernon (V) STP,Wastewater,43.0813,-75.5448,Vernon,NY,"VERNON, VILLAGE OF",Oneida,4140202,Oneida,Treatment Plant
1113662,17000395001,0.14,DIVERNON TREATMENT FACILITY,Wastewater,39.5733,-89.66,Divernon,IL,"DIVERNON, VILLAGE OF",,,,Collection: Separate Sewers
1113684,17000415001,0.25,HARRISTOWN STP,Wastewater,39.8471,-89.0851,Harristown,IL,"HARRISTOWN     ,VILLAGEOF",,,,Collection: Separate Sewers
1113930,17000661001,1.25,FOX RIVER GROVE STP,Wastewater,42.1916,-88.2338,Fox River Grove,IL,"FOX RIVER GROVE, VILLAGE OF",McHenry,7120006,Upper Fox,Treatment Plant
1113938,17000670003,1.7,CRYSTAL LAKE STP #3,Wastewater,42.25038,-88.30151,Crystal Lake,IL,CITY OF CRYSTAL LAKE,McHenry,7120006,Upper Fox,Treatment Plant
1114049,17001124001,0.045,MANLIUS STP,Wastewater,41.453056,-89.671944,Manlius,IL,VILLAGE OF MANLIUS,,,,Collection: Separate Sewers
1114341,17007505001,0.04,BANNER STP,Wastewater,40.51,-89.9033,Banner,IL,BANNER VILLAGE OF,,,,Treatment Plant
1148065,27000203001,0.348,WINTHROP WWTP,Wastewater,44.53788337,-94.33133674,Winthrop,MN,"WINTHROP, CITY OF",Sibley,7020012,Lower Minnesota,Collection: Separate Sewers
1148108,27000255001,0.32,MAYER WWTP,Wastewater,44.8848,-93.9126,Mayer,MN,"MAYER, CITY OF",Carver,7010205,South Fork Crow,Treatment Plant
1148376,27006301004,0.672,SERPENT LAKE SD WWTF,Wastewater,46.5672,-93.9591,Crosby,MN,SERPENT LAKE S. D.,Crow Wing,7010104,Elk-Nokasippi,Collection: Separate Sewers
1151296,38000043001,0.07,FORMAN WASTEWATER,Wastewater,46.104691,-97.618187,Forman,ND,"FORMAN, CITY OF",Sargent,9020105,Western Wild Rice,Treatment Plant
1151479,38000239001,0.02,LITCHVILLE WASTEWATER,Wastewater,46.639225,-98.1989,Litchville,ND,"LITCHVILLE, CITY OF",,,,Treatment Plant
1151594,38000358001,0.1,WISHEK WASTEWATER,Wastewater,46.254677,-99.56765,Wishek,ND,"WISHEK, CITY OF",,,,Treatment Plant
1153165,37001104001,40,BUNCOMBE COUNTY MSD WWTP,Wastewater,35.6457,-82.5976,Asheville,NC,MET SEW DIST OF BUNCOMBE,Henderson,6010105,Upper French Broad,Treatment Plant
1153336,37003301001,21,ROCKY MOUNT WWTP,Wastewater,35.991997,-77.727395,Rocky Mount,NC,"ROCKY MOUNT, CITY OF",Edgecombe,3020101,Upper Tar,Collection: Separate Sewers
1153389,37003901003,3.5,OXFORD WWTP,Wastewater,36.2772,-78.5911,Oxford,NC,"Oxford, City of",Granville,3020101,Upper Tar,Collection: Separate Sewers
1153681,37008102001,3,RUTHERFORDTON WWTP,Wastewater,35.3423,-81.9565,Rutherfordton,NC,Rutherfordton WWTP,Rutherford,3050105,Upper Broad,Treatment Plant
1153684,37008107001,0.995,LAKE LURE WWTP,Wastewater,35.423982,-82.178583,Lake Lure,NC,"LAKE LURE, TOWN OF",Rutherford,3050105,Upper Broad,Collection: Separate Sewers
1153781,37009401001,0.064,CRESWELL WWTP,Wastewater,35.8585,-76.3941,Creswell,NC,"CRESWELL, TOWN OF",,,,Collection: Separate Sewers
1159093,30000022001,0.3,STEVENSVILLE WWTP,Wastewater,46.5119,-114.1044,Stevensville,MT,"STEVENSVILLE, TOWN OF",,,,Collection: Separate Sewers
1227879,48005059001,0.11,Detroit WWTP,Wastewater,33.6578,-95.2546,Detroit,TX,CITY OF DETROIT,,,,Treatment Plant
1229210,55003400002,0.98,NEW RICHMOND STP,Wastewater,45.1153,-92.5608,New Richmond,WI,NEW RICHMOND CITY,St. Croix,7050007,Red Cedar,Biosolids Handling Facility
1229244,55004880001,1.3,TWIN LAKES WWTP,Wastewater,42.531,-88.2557,Twin Lakes,WI,TWIN LAKES VILLAGE,,,,Treatment Plant
1230164,31000030001,0.02,ALEXANDRIA WWTP,Wastewater,40.2451,-97.3831,Alexandria,NE,"ALEXANDRIA, VILLAGE OF",Thayer,10270206,Upper Little Blue,Collection: Separate Sewers
1232164,36008017001,1.5,Geneseo (V) WWTP,Wastewater,42.79522,-77.81702,Geneseo,NY,"GENESEO, VILLAGE OF",,,,Treatment Plant
1232716,17000376001,0.16,ALPHA STP,Wastewater,41.2024,-90.4396,Alpha,IL,"ALPHA STP, VILLAGE OF",,,,Collection: Separate Sewers
1233290,29004029001,0.36,Dixon WWTP,Wastewater,38.009,-92.095,Dixon,MO,City of Dixon,Pulaski,10290111,Lower Osage,Treatment Plant
1234181,18000809001,4.186,PRINCETON WWTP,Wastewater,38.3501,-87.5934,Princeton,IN,PRINCETON MUNICIPAL WWTP,,,,Collection: Separate Sewers
1234222,18005374001,0.04,NAPOLEON Rural Water Corp,Wastewater,39.2058,-85.3306,Napoleon,IN,NAPOLEON MUNICIPAL STP,,,,Collection: Separate Sewers
1235992,51000281001,2.93,BROADWAY STP,Wastewater,38.631934,-78.75566,Timberville,VA,Town of Broadway,,,,Collection: Separate Sewers
1236888,40000660001,0.28,WARNER UA WWT,Wastewater,35.4932,-95.3318,Warner,OK,WARNER UTILITIES AUTHORITY,,,,Treatment Plant
1238236,30000024001,0.194,MANHATTAN WWTP,Wastewater,45.8794,-111.3354,Manhattan,MT,CITY OF MANHATTAN,Gallatin,10020008,Gallatin,Collection: Separate Sewers
1080621,39000199001,0.6,Geneva-on-the-Lake WWTP & Sewers,Wastewater,41.8562,-80.964062,Geneva,OH,VILLAGE OF GENEVA-ON-THE-LA,Ashtabula,4110003,Ashtabula-Chagrin,Collection: Separate Sewers
1080819,39000567001,0.1,Beaverdam WWTP & Sewer System,Wastewater,40.8294,-83.9731,Beaverdam,OH,Village of Beaverdam,,,,Collection: Separate Sewers
1080843,39000749001,0.31,Bethesda WWTP & Sewer System,Wastewater,40.0114,-81.0728,Bethesda,OH,Village of Bethesda,,,,Collection: Separate Sewers
1080892,39001253001,3,Cambridge WWTP & Sewer System,Wastewater,40.0358,-81.6033,Cambridge,OH,CITY OF CAMBRIDGE,,,,Treatment Plant
1081048,39002892001,0.116,Fulton Co Pettisville WWTP,Wastewater,41.5383,-84.2294,Pettisville,OH,FULTON COUNTY COMMISSIONERS,,,,Treatment Plant
1081116,39003472001,0.09,Harrod WWTP & Sewer System,Wastewater,40.7074,-83.9211,Harrod,OH,Village of Harrod,,,,Treatment Plant
1094777,54001018001,0.06,PAX WWTP,Wastewater,37.9221,-81.2634,Pax,WV,Town of Pax,Fayette,5050006,Upper Kanawha,Collection: Separate Sewers
1095321,54005409001,0.4,WILLIAMSTOWN WWTP,Wastewater,39.4056,-81.4543,Williamstown,WV,"WILLIAMSTOWN, CITY OF",Wood,5030201,Little Muskingum-Middle Island,Treatment Plant
1101840,01000014001,9,AUBURN H C MORGAN WWTP,Wastewater,32.537526,-85.506272,Auburn,AL,City of Auburn,Lee,3150110,Lower Tallapoosa,Collection: Separate Sewers
1101866,01000037002,0.25,CHILDERSBURG PINECREST LAGOON,Wastewater,33.3043,-86.3465,Childersburg,AL,"CHILDERSBURG, WWS&GAS BD,",Talladega,3150106,Middle Coosa,Collection: Separate Sewers
1101883,01000051001,0.175,ECLECTIC LAGOON & SPRAYFIELD,Wastewater,32.629094,-86.025844,Eclectic,AL,Town of Eclectic,Elmore,3150110,Lower Tallapoosa,Collection: Separate Sewers
1101917,01000085001,41,Huntsville Spring Branch WWTP,Wastewater,34.670754,-86.597313,Huntsville,AL,"Huntsville, City of-Water Pollution Control",Madison,6030002,Wheeler Lake,Collection: Separate Sewers
1105551,05000763001,0.03,Russell WWTP,Wastewater,35.3604,-91.4949,Russell,AR,Russell,White,11010013,Upper White-Village,Collection: Separate Sewers
1109155,13000150001,0.85,Ocilla LAS,Wastewater,31.569018,-83.250553,Ocilla,GA,Ocilla,,,,Collection: Separate Sewers
1109212,13000195008,14,Athens North Oconee WRP,Wastewater,33.935,-83.3633,Athens,GA,Athens-Clarke County Public Utilities Department,Clarke,3070101,Upper Oconee,Treatment Plant
1233756,28001360001,0.5,UNION POTW,Wastewater,32.5637,-89.1181,Union,MS,UNION POTW,Newton,3170006,Pascagoula,Treatment Plant
1234692,19000933001,0.33,WINFIELD WWTP,Wastewater,41.1208,-91.4308,Winfield,IA,"WINFIELD      ,CITYOF",Henry,7080107,Skunk,Collection: Separate Sewers
1238063,41000250001,0.091,SCIO STP,Wastewater,44.6991,-122.8464,Scio,OR,SCIO  STP,Linn,17090006,South Santiam,Collection: Separate Sewers
1238244,30000096001,0.11,HARLEM WWTP,Wastewater,48.5033,-108.7933,Harlem,MT,HARLEM TOWN OF,,,,Treatment Plant
1238903,53000776002,215,WEST POINT WWTP,Wastewater,47.663487,-122.427318,Seattle,WA,King County,King,17110019,Puget Sound,Treatment Plant
2830006,33000100003,11.54,Franklin WWTF - WRBP,Wastewater,43.4128,-71.6521,Franklin,NH,WINNIPESAUKEE RIVER BASIN,Merrimack,1070006,Merrimack River,Treatment Plant
3297931,39000278002,0.28,Marion Co Grandview Estates SD #2A,Wastewater,40.6429,-83.0813,Marion,OH,Marion County Sanitary Engineering Department,,,,Treatment Plant
3500219,08209000067,0.3,South Fork  WSD,Wastewater,37.6764,-106.6153,South Fork,CO,SOUTH FORK WATER & SAN DIST,,,,Treatment Plant
1109673,13000849001,2,Waynesboro WWTP,Wastewater,33.087163,-81.996636,Waynesboro,GA,Waynesboro,Burke,3060108,Brier,Treatment Plant
1113337,17000047001,0.027,SHUMWAY WASTE TREATMENT P,Wastewater,39.1847,-88.6523,Shumway,IL,SHUMWAY VILLAGE CLERK,,,,Collection: Separate Sewers
1113416,17000144001,1.3,CREST HILL STW - WEST,Wastewater,41.5512,-88.1418,Crest Hill,IL,"CREST HILL      ,CITYOF",Will,7120004,Des Plaines,Collection: Separate Sewers
1113419,17000145001,0.4,ELWOOD STP,Wastewater,41.4267,-88.1847,Elwood,IL,"ELWOOD STP, VILLAGE OF",,,,Treatment Plant
1113609,17000340001,0.3,PORT BYRON SEWERS & STP,Wastewater,41.6267,-90.33,Port Byron,IL,PORT BYRON SD,,,,Treatment Plant
1113784,17000507001,3.88,LINCOLN SEWERAGE SYSTEM,Wastewater,40.1393,-89.374,Lincoln,IL,"LINCOLN, CITYOF",Logan,7130009,Salt,Treatment Plant
1113815,17000537002,23.6,NORTH SHORE S.D. - GURNEE STP,Wastewater,42.35689,-87.925215,Gurnee,IL,NORTH SHORE SAN. DIST.,Lake,7120004,Des Plaines,Treatment Plant
1113951,17000686001,0.26,CHENOA STP,Wastewater,40.7517,-88.695,Chenoa,IL,"CHENOA      ,CITYOF",,,,Collection: Separate Sewers
1114170,17003811001,0.08,RANKIN STP,Wastewater,40.4657,-87.8937,Rankin,IL,"RANKIN, VILLAGE OF",,,,Collection: Separate Sewers
1114204,17005110001,0.18,BLUE MOUND STP,Wastewater,39.7067,-89.1067,Blue Mound,IL,"BLUE MOUND, VILLAGE OF",,,,Collection: Separate Sewers
1114310,17007205001,0.023,HUEY STP,Wastewater,38.604583,-89.286667,Huey,IL,"HUEY, VILLAGE OF",,,,Treatment Plant
1114392,17008514001,0.22,AVON STP,Wastewater,40.6683,-90.42,Avon,IL,"AVON, VILLAGE OF",,,,Treatment Plant
1114397,17009013001,0.07,BARDOLPH STW,Wastewater,40.4917,-90.575,Bardolph,IL,"BARDOLPH, VIL OF",,,,Treatment Plant
1120263,18002030001,14,COLUMBUS WWTP,Wastewater,39.2086,-85.9304,Columbus,IN,COLUMBUS CITY UTILITIES WWTP,Bartholomew,5120205,Flatrock-Haw,Collection: Separate Sewers
1120286,18003080001,1.9,NAPPANEE WWTP,Wastewater,41.446,-85.9858,Nappanee,IN,NAPPANEE MUNICIPAL WWTP,Elkhart,4050001,St. Joseph,Collection: Combined Sewers
1113709,17000438001,0.2,GERMANTOWN HILLS STP #1,Wastewater,40.7695,-89.4833,Germantown Hills,IL,"GERMANTOWN HILLS, VILL OF",,,,Collection: Separate Sewers
1113891,17000616001,0.48,GRIGGSVILLE SEWAGE PLANT,Wastewater,39.7083,-90.7265,Griggsville,IL,"GRIGGSVILLE STP, CITY OF",,,,Collection: Separate Sewers
1113910,17000640001,42,FOX METRO WATER RECLAMATION DISTRICT,Wastewater,41.7156,-88.3529,Oswego,IL,FOX METRO WRD,Kendall,7120007,Lower Fox,Collection: Interceptor Sewers
1114062,17001218001,0.146,KINMUNDY STP,Wastewater,38.775,-88.8383,Kinmundy,IL,KINMUNDY S.A.,,,,Collection: Separate Sewers
1114157,17003601001,0.725,COAL CITY STP,Wastewater,41.2933,-88.2855,Coal City,IL,"COAL CITY, VILLAGE OF",Grundy,7120005,Upper Illinois,Treatment Plant
1114374,17007711001,0.1,CEDARVILLE STP,Wastewater,42.3729,-89.6382,Cedarville,IL,"CEDARVILLE, VILLAGE OF",,,,Collection: Separate Sewers
1120067,18000015001,14,CARMEL WWTP,Wastewater,39.9367,-86.0792,Indianapolis,IN,City of Carmel,Hamilton,5120201,Upper White,Collection: Separate Sewers
1081189,39004571001,5.8,London WWTP & Sewer System,Wastewater,39.8765,-83.4337,London,OH,CITY OF LONDON,Madison,5060002,Lower Scioto,Treatment Plant
1081441,39006244001,0.135,Ohio City WWTP & Sewer System,Wastewater,40.7845,-84.7026,Ohio City,OH,VILLAGE OF OHIO CITY,,,,Collection: Combined Sewers
1081479,39006770003,0.2,Hiram WWTP & Sewer System,Wastewater,41.3077,-81.1437,Hiram,OH,VILLAGE OF HIRAM WWTP,,,,Collection: Separate Sewers
1088665,26001018001,10.28,WEST BAY CO REGIONAL WWTP,Wastewater,43.6253,-83.8741,Bay City,MI,WEST BAY CO REGIONAL WWTP,,,,Treatment Plant
1088835,26003024001,0.2,LEXINGTON STP,Wastewater,43.2714,-82.5357,Lexington,MI,"LEXINGTON     ,VILLAGEOF",Sanilac,4080104,Birch-Willow,Treatment Plant
1088846,26003034001,0.41,ELK RAPIDS STP,Wastewater,44.9142,-85.3946,Elk Rapids,MI,ANTRIM CO,,,,Collection: Separate Sewers
1088863,26003056001,0.39,ITHACA WWSL,Wastewater,43.2917,-84.5789,Ithaca,MI,"ITHACA, CITY OF",,,,Treatment Plant
1094099,50000049001,0.19,Orleans Village WWTF,Wastewater,44.81792,-72.20438,Orleans,VT,"Orleans, Village of",Orleans,1110000,St. Francois,Collection: Separate Sewers
