FACILITY_ID,CWNS_ID,FLOW_2022_MGD_FINAL,FACILITY_NAME,INFRASTRUCTURE_TYPE,LATITUDE,LONGITUDE,CITY,STATE_CODE,AUTHORITY_NAME,COUNTY_NAME,HUC,WATERSHED_NAME,FACILITY_TYPE
1159112,30000044001,0.033,"DODSON, TOWN OF - WWTP",Wastewater,48.3892,-108.2556,Dodson,MT,"DODSON, TOWN OF",,,,Collection: Separate Sewers
1159221,30000180001,0.5,BIGFORK COUNTY WATER & SEWER DIS.,Wastewater,48.0638,-114.0831,Bigfork,MT,BIGFORK COUNTY SEWER DISTRICT,Flathead,17010208,Flathead Lake,Treatment Plant
1160522,28001370001,0.07,"UTICA POTW, SOUTH",Wastewater,32.109092,-90.622721,Utica,MS,"UTICA, TOWN OF",Hinds,8060203,Bayou Pierre,Treatment Plant
1164458,41000244001,0.25,RIDDLE STP,Wastewater,42.9519,-123.3566,Riddle,OR,"RIDDLE, CITY OF",,,,Treatment Plant
1165962,47000010001,0.299,Adamsville Lagoon,Wastewater,35.2252,-88.405,Adamsville,TN,"ADAMSVILLE, CITY OF",,,,Treatment Plant
1166025,47000325001,3.5,CROSSVILLE STP,Wastewater,35.9616,-85.0494,Crossville,TN,"CROSSVILLE, CITY OF",Cumberland,6010208,Emory,Treatment Plant
1166059,47000555001,3,Gatlinburg WWTP,Wastewater,35.7355,-83.5227,Gatlinburg,TN,"Gatlinburg, City of",,,,Collection: Separate Sewers
1166253,47002034001,0.65,CLAIBORNE-NEW TAZEWELL STP,Wastewater,36.4637,-83.5608,New Tazewell,TN,CLAIBORNE UTILITIES  DISTRICT,,,,Collection: Separate Sewers
1168267,22001230001,0.75,SCOTT STP,Wastewater,30.2358,-92.0913,Scott,LA,"SCOTT, TOWN OF",Lafayette,8080103,Vermilion,Collection: Separate Sewers
1168337,22003072002,0.8,VIDALIA MAIN POND,Wastewater,31.5649,-91.4614,Vidalia,LA,"VIDALIA, TOWN OF",Concordia,8040306,Bayou Cocodrie,Collection: Pump Stations
1168417,22003157001,0.35,LOCKPORT STP,Wastewater,29.6419,-90.5464,Lockport,LA,"LOCKPORT, TOWN OF",,,,Collection: Separate Sewers
1168456,22003221001,2.5,TRIUMPH-BURAS STP,Wastewater,29.3416,-89.5167,Buras,LA,PLAQUEMINES PAR GOV'T,,,,Treatment Plant
1172572,40000180001,0.35,SKIATOOK (BIRD CREEK) WWT,Wastewater,36.363,-95.9853,Skiatook,OK,"SKIATOOK, TOWN OF",,,,Treatment Plant
1172602,40000302001,0.3,WESTVILLE UA WWT,Wastewater,35.962,-94.5724,Westville,OK,Westville Utilities Authority,,,,Treatment Plant
1175232,06001079001,3.01,Ukiah WWTF,Wastewater,39.1123,-123.1892,Ukiah,CA,City of Ukiah,Mendocino,18010110,Russian,Collection: Separate Sewers
1175528,06005008001,5,HANFORD WWTF,Wastewater,36.2983,-119.6489,Hanford,CA,"HANFORD, CITY OF",Kings,18030012,Tulare-Buena Vista Lakes,Collection: Separate Sewers
1175550,06005028001,1.069,RIPON WWTF,Wastewater,37.7314,-121.1331,Ripon,CA,"RIPON, CITY OF",,,,Treatment Plant
1175742,06005261001,1.11,AVENAL WWTF,Wastewater,35.978909,-120.114727,Avenal,CA,"Avenal, City of",,,,Treatment Plant
1180986,53001660001,0.195,COULEE DAM Sewer,Wastewater,47.976,-118.9691,Coulee Dam,WA,COULEE DAM town OF,Okanogan,17020001,Franklin D. Roosevelt Lake,Collection: Separate Sewers
1182873,48001004001,0.08,Goldsmith WWTP,Wastewater,31.5857,-102.3657,Goldsmith,TX,GOLDSMITH,,,,Treatment Plant
1182918,48001117001,0.35,La Joya WWTP,Wastewater,26.2139,-98.4893,La Joya,TX,LA JOYA,Hidalgo,12110207,Central Laguna Madre,Treatment Plant
1182949,48001146001,1.51,Raymondville WWTP,Wastewater,26.489917,-97.772806,Raymondville,TX,RAYMONDVILLE,,,,Collection: Separate Sewers
1183140,48002058001,0.7,Post WWTP,Wastewater,33.601523,-96.573894,Sherman,TX,"CITY OF SHERMAN, POST OAK WWTP",,,,Treatment Plant
1192591,51000009001,1,LEBANON WWTP & Coll. System,Wastewater,36.911111,-82.040277,Lebanon,VA,Town of Lebanon,Russell,6010205,Upper Clinch,Collection: Separate Sewers
1192710,51000130001,3,GALAX SEWAGE FACILITY,Wastewater,36.6714,-80.9339,Galax,VA,Galax WWTP,Galax,5050001,Upper New,Storage Facility
1220843,36005029001,2.62,Saranac Lake (V) STP & San Sewers,Wastewater,44.347913,-74.114885,Saranac Lake,NY,"SARANAC LAKE, VILLAGE OF",Essex,2010006,Great Chazy-Saranac,Treatment Plant
1221248,36008048005,0.043,Savannah (T) WWTP,Wastewater,43.073333,-76.756389,Savannah,NY,Savannah (T),Wayne,4140201,Seneca,Treatment Plant
1221261,36008061002,0.5,Ontario (Co) Honeoye Lake SD WWTP,Wastewater,42.791,-77.5151,Honeoye,NY,HONEOYE LAKE CO SD,,,,Treatment Plant
1221355,36009031001,7,Olean (C) WWTP,Wastewater,42.069846,-78.43123,Olean,NY,OLEAN (C),Cattaraugus,5010001,Upper Allegheny,Treatment Plant
1124226,19000886001,0.43,WALFORD WWTP,Wastewater,41.8728,-91.8406,Walford,IA,"WALFORD, CITY OF",Benton,7080208,Middle Iowa,Collection: Separate Sewers
1128628,16000078001,0.065,BOVILL S/T FACILITY,Wastewater,46.8556,-116.3981,Bovill,ID,CITY OF BOVILL,,,,Collection: Combined Sewers
1128681,16000153001,0.08,FIRTH S/T FACILITY,Wastewater,43.3088,-112.1921,Firth,ID,CITY OF FIRTH,Bingham,17040206,American Falls,Collection: Separate Sewers
1128709,16000185001,2,HAYDEN AREA REGIONAL S/T FACILITY,Wastewater,47.7694,-116.8308,Hayden,ID,HAYDEN AREA REGIONAL SEWER BOARD,,,,Treatment Plant
1128740,16000219001,0.074,AHSAHKA STP,Wastewater,46.5009,-116.3198,Ahsahka,ID,AHSAHKA WATER & SEWER DISTRICT,,,,Treatment Plant
1130691,20006846001,0.065,TROY WEST WWTP (MOSQUITO CRK),Wastewater,39.7873,-95.076,Troy,KS,"TROY, KANSAS",,,,Treatment Plant
1133239,29001009001,11,Jefferson City WWTP,Wastewater,38.5847,-92.1691,Jefferson City,MO,City of Jefferson,Callaway,10300102,Lower Missouri-Moreau,Collection: Pump Stations
1133262,29001015001,7.1,Marshall WWTP,Wastewater,39.106,-93.158306,Marshall,MO,Marshall Municipal Utilities,Saline,10300104,Blackwater,Treatment Plant
1133274,29001022001,27,St. Joseph WWTP,Wastewater,39.730774,-94.869801,Saint Joseph,MO,City of St. Joseph,Buchanan,10240011,Independence-Sugar,Collection: Combined Sewers
1133347,29001066001,0.06,Pilot Grove East WWTP,Wastewater,38.869835,-92.899747,Pilot Grove,MO,City of Pilot Grove,Cooper,10300102,Lower Missouri-Moreau,Treatment Plant
1133600,29001237034,0.006,Sunnyslope Subd.,Wastewater,39.123421,-92.237,Hallsville,MO,Boone County Regional Sewer District,Boone,10300102,Lower Missouri-Moreau,Collection: Interceptor Sewers
1133629,29002011001,0.037,Clearmont WWTF,Wastewater,40.5006,-95.0366,Clearmont,MO,City of Clearmont,,,,Collection: Separate Sewers
1133862,29002480001,0.044,Mayview WWTP,Wastewater,39.05958,-93.81467,Mayview,MO,City of Mayview,Lafayette,10300101,Lower Missouri-Crooked,Collection: Separate Sewers
1134005,29003715000,0.04,Montauk State Park,Wastewater,37.44788,-91.671857,Salem,MO,"MDNR, Division of State Parks",,,,Collection: Separate Sewers
1134071,29004052001,0.85,Fredericktown WWTP,Wastewater,37.56478,-90.298503,Fredericktown,MO,City of Fredericktown,Madison,8020202,Upper St. Francis,Treatment Plant
1139524,21000056001,46.5,N KY SD1 - DRY CREEK STP,Wastewater,39.058611,-84.618056,Erlanger,KY,N KY Sanitation District No. 1,Kenton,5090203,Middle Ohio-Laughery,Collection: Combined Sewers
1139558,21000093001,0.5,EMINENCE STP,Wastewater,38.3579,-85.1888,Eminence,KY,"EMINENCE,CITY OF",,,,Collection: Separate Sewers
1139634,21000203001,0.11,CRAB ORCHARD,Wastewater,37.4636,-84.5024,Crab Orchard,KY,City of Crab Orchard,Lincoln,5100205,Lower Kentucky,Treatment Plant
1142442,23000011001,14.2,LEWISTON-AUBURN W W T P,Wastewater,44.0756,-70.2044,Lewiston,ME,LEWISTON-AUBURN WATER POLLUTIO,Androscoggin,1040002,Lower Androscoggin,Treatment Plant
1142483,23000048001,2,LINCOLN WWTF,Wastewater,45.3749,-68.5072,Lincoln,ME,LINCOLN SANITARY DISTRICT,,,,Collection: Separate Sewers
1142540,23000101001,0.19,NORRIDGEWOCK WWTF,Wastewater,44.720515,-69.793267,Norridgewock,ME,TOWN OF NORRIDGEWOCK,Somerset,1030003,Lower Kennebec,Treatment Plant
1145954,31001461001,0.02,DUNBAR WWTP,Wastewater,40.6659,-96.0239,Dunbar,NE,"DUNBAR, VILLAGE OF",Otoe,10240006,Little Nemaha,Treatment Plant
1180796,53000420001,31.3,Everett WWTP,Wastewater,47.9938,-122.1781,Everett,WA,EVERETT CITY OF,Snohomish,17110011,Snohomish,Treatment Plant
1180844,53000776001,122,King County South Treatment Plant,Wastewater,47.4708,-122.243,Renton,WA,King County,King,17110013,Duwamish,Collection: Combined Sewers
1180849,53000795001,0.67,MONTESANO WWPCP,Wastewater,46.9675,-123.6062,Montesano,WA,MONTESANO CITY OF,,,,Collection: Separate Sewers
1181070,53002445001,0.051,WALLA WALLA WD #2 STP,Wastewater,46.0638,-118.3738,Walla Walla,WA,Walla Walla Water District No. 2,,,,Treatment Plant
1182793,48000005001,9.6,Victoria Regional WWTP,Wastewater,28.7552,-97.0009,Victoria,TX,Victoria,,,,Collection: Separate Sewers
1183259,48003114001,0.08,Streetman WWTP,Wastewater,31.8707,-96.3233,Streetman,TX,CITY OF STREETMAN,Freestone,12030201,Lower Trinity-Tehuacana,Collection: Separate Sewers
1183457,48004150001,0.066,Sadler WWTP,Wastewater,33.6829,-96.8585,Sadler,TX,CITY OF SADLER,,,,Treatment Plant
1183665,48005243001,0.06,Diana WWTP,Wastewater,32.6907,-94.7483,Diana,TX,DIANA SPECIAL UTILITY DISTRICT,,,,Collection: Separate Sewers
1184121,48007524001,1.3,Fallbrook UD WWTP,Wastewater,29.946,-95.4214,Houston,TX,FALLBROOK UD,,,,Treatment Plant
1184195,48007651002,0.042,Dime Box WWTP,Wastewater,30.039313,-95.434684,Houston,TX,HARRIS COUNTY WCID 110,,,,Collection: Separate Sewers
1206069,55000380001,5.6,BEAVER DAM WWTP,Wastewater,43.4442,-88.844,Beaver Dam,WI,BEAVER DAM CITY WWTF,Dodge,7090001,Upper Rock,Treatment Plant
1206102,55000708001,12.5,BROOKFIELD - Fox River WPCC,Wastewater,43.0524,-88.1764,Brookfield,WI,BROOKFIELD FOX WATER POLLUTION,Waukesha,7120006,Upper Fox,Treatment Plant
1206676,55004920001,0.089,UNITY STP,Wastewater,44.8375,-90.319,Unity,WI,"UNITY, VILLAGE OF",Marathon,7040007,Black,Treatment Plant
1206901,55009631001,0.3,GREEN LAKE SD #1 - STP,Wastewater,43.8193,-89.0674,Green Lake,WI,GREEN LAKE SANITARY DISTRICT,Green Lake,4030201,Upper Fox,Treatment Plant
1214410,24000090016,0.06,SWALLOW FALLS STATE PARK,Wastewater,39.494,-79.4253,Oakland,MD,MARYLAND ENVIRONMENTAL SERVICE,,,,Treatment Plant
1220251,36001010006,72,NCSD #3 - Cedar Creek STP,Wastewater,40.652306,-73.506472,Wantagh,NY,Nassau County,Nassau,2030203,Long Island Sound,Collection: Pump Stations
1220260,36001013001,4,North Hempstead (T) Port Washington WPCD,Wastewater,40.83944,-73.69721,Port Washington,NY,PORT WASHINGTON WPCD,Nassau,2030201,Northern Long Island,Treatment Plant
1220956,36006026001,0.5,Cape Vincent (V) STP,Wastewater,44.1336,-76.32,Cape Vincent,NY,"CAPE VINCENT, VILLAGE OF",,,,Collection: Separate Sewers
1220978,36006060001,2,Lowville (V) STP,Wastewater,43.783833,-75.476306,Lowville,NY,"LOWVILLE, VILLAGE OF",,,,Treatment Plant
1221090,36007075001,2.5,Norwich (C) STP,Wastewater,42.511944,-75.517778,Norwich,NY,"NORWICH, CITY OF",Chenango,2050102,Chenango,Collection: Separate Sewers
1221437,36009090001,3.5,Grand Island (T) STP SD #2,Wastewater,43.05739,-78.96687,Grand Island,NY,"GRAND ISLAND, TOWN OF",,,,Collection: Separate Sewers
1227937,48008023001,0.2,Marion WWTP,Wastewater,29.5649,-98.1436,Marion,TX,CITY OF MARION,,,,Collection: Separate Sewers
1229182,55002070001,3.6,HARTFORD WPCF,Wastewater,43.3303,-88.4106,Hartford,WI,HARTFORD WATER POLLUTION CTRL,Washington,7090001,Upper Rock,Treatment Plant
1229184,55002220001,2.2,HUDSON WWTP,Wastewater,44.966498,-92.756109,Hudson,WI,HUDSON CITY WWTF,St. Croix,7030005,Lower St. Croix,Biosolids Handling Facility
1230201,31000907001,0.008,SALEM SEPTIC TANKS,Wastewater,40.074131,-95.720615,Salem,NE,"SALEM, VILLAGE OF",,,,Treatment Plant
1230233,31001610001,0.23,MILFORD WWTP,Wastewater,40.7742,-97.0504,Milford,NE,MILFORD WWTF,,,,Treatment Plant
1231493,27000138001,0.35,VERMILLION WWTP,Wastewater,44.6778,-92.9644,Vermillion,MN,VERMILLION,,,,Treatment Plant
1231508,27000352001,2.36,MONTICELLO WWTP,Wastewater,45.2979,-93.776,Monticello,MN,MONTICELLO,Wright,7010203,Clearwater-Elk,Treatment Plant
1227764,48001114001,5.9,Edinburg WWTP,Wastewater,26.309177,-98.136498,Edinburg,TX,EDINBURG,Hidalgo,12110208,South Laguna Madre,Treatment Plant
1227813,48003071001,0.73,Comanche WWTP,Wastewater,31.8932,-98.5928,Comanche,TX,COMANCHE,,,,Collection: Separate Sewers
1227819,48003089001,0.25,Hubbard WWTP,Wastewater,31.835521,-96.792548,Hubbard,TX,HUBBARD,,,,Treatment Plant
1227871,48005020002,8,Marshall WWTP,Wastewater,32.4898,-94.3342,Marshall,TX,CITY OF MARSHALL - SOUTHSIDE,Harrison,12010002,Middle Sabine,Collection: Interceptor Sewers
1229169,55001570001,0.358,ELLSWORTH WWTP,Wastewater,44.7299,-92.458,Ellsworth,WI,"ELLSWORTH, VILLAGE OF",Pierce,7040001,Rush-Vermillion,Biosolids Handling Facility
1230191,31000610001,0.17,CREIGHTON WWTP,Wastewater,42.4719,-97.9042,Creighton,NE,CREIGHTON WWTF,Knox,10170101,Lewis And Clark Lake,Collection: Separate Sewers
1230240,31001885001,0.1,OXFORD WWTP,Wastewater,40.1449,-99.3812,Oxford,NE,Village of Oxford,Furnas,10250011,Lower Sappa,Collection: Separate Sewers
1230951,20001611001,0.103,LEON WWTP,Wastewater,37.6859,-96.7773,Leon,KS,"LEON, CITY OF",,,,Treatment Plant
1231509,27000353001,0.781,MONTROSE WWTP,Wastewater,45.0569,-93.9027,Montrose,MN,MONTROSE,,,,Collection: Separate Sewers
1232731,17001812001,0.85,ANNA STP,Wastewater,37.4764,-89.2364,Anna,IL,"ANNA STP, CITY OF",,,,Treatment Plant
1234218,18005253001,0.07,WINSLOW WWTP,Wastewater,38.3797,-87.2167,Winslow,IN,WINSLOW MUNICIPAL STP,Pike,5120209,Patoka,Treatment Plant
1234659,19000362001,1.374,HAMPTON WWTP,Wastewater,42.7416,-93.1931,Hampton,IA,HAMPTON CITY OF,Franklin,7080204,West Fork Cedar,Treatment Plant
1234688,19000877001,0.2,VICTOR WASTEWATER,Wastewater,41.7333,-92.3114,Victor,IA,VICTOR TOWN OF,Poweshiek,7080208,Middle Iowa,Collection: Separate Sewers
1235069,47001130001,0.254,PIKEVILLE WWTP,Wastewater,35.5951,-85.196,Pikeville,TN,"PIKEVILLE, CITY OF",,,,Treatment Plant
1235955,51000047001,0.24,BUCHANAN STP,Wastewater,37.52836,-79.66899,Buchanan,VA,Town of Buchanan,Botetourt,2080201,Upper James,Collection: Pump Stations
1145957,31001467001,0.04,OTOE WWTP,Wastewater,40.725,-96.1167,Otoe,NE,Village of Otoe,Otoe,10240001,Keg-Weeping Water,Collection: Separate Sewers
1146040,31002185001,2.31,SCOTTS BLUFF WWTP,Wastewater,41.8378,-103.6067,Scottsbluff,NE,City of Scottsbluff,Scotts Bluff,10180009,Middle North Platte-Scotts Bluff,Collection: Separate Sewers
1148259,27002201001,0.061,LONGVILLE WWTP,Wastewater,46.9875,-94.2039,Longville,MN,"LONGVILLE, CITY OF",,,,Treatment Plant
1148304,27003704001,0.03,BELLINGHAM WWTF,Wastewater,45.1262462,-96.28778801,Bellingham,MN,"BELLINGHAM, CITY OF",,,,Treatment Plant
1148325,27005103001,0.05,HANSKA WWTF,Wastewater,44.1524,-94.4791,Hanska,MN,"HANSKA, CITY OF",,,,Collection: Separate Sewers
1148329,27005119001,0.181,FINLAYSON WWTP,Wastewater,46.1873,-92.9078,Finlayson,MN,"FINLAYSON, CITY OF",,,,Treatment Plant
1148359,27005702001,0.919,SILVER BAY WWTP,Wastewater,47.29514522,-91.27000569,Silver Bay,MN,"SILVER BAY, CITY OF",Lake,4010102,Beaver-Lester,Collection: Pump Stations
1148466,27009215001,0.03,WINGER WWTP,Wastewater,47.52805857,-95.9887983,Winger,MN,"WINGER, CITY OF",Polk,9020301,Sandhill-Wilson,Treatment Plant
1148467,27009220001,0.186,BIRD ISLAND WWTP,Wastewater,44.7603,-94.9053,Bird Island,MN,"BIRD ISLAND, CITY OF",,,,Treatment Plant
1151266,38000011001,0.25,CASSELTON WASTEWATER,Wastewater,46.90154,-97.21076,Casselton,ND,"CASSELTON, CITY OF",Cass,9020205,Maple,Collection: Separate Sewers
1151287,38000034001,0.11,HEBRON WASTEWATER,Wastewater,46.904808,-102.028679,Hebron,ND,"HEBRON, CITY OF",Morton,10130201,Knife,Collection: Separate Sewers
1151299,38000046001,0.03,WILDROSE WASTEWATER,Wastewater,48.63185,-103.18259,Wildrose,ND,"WILDROSE, CITY OF",,,,Treatment Plant
1151380,38000133001,0.01,CARPIO WASTEWATER,Wastewater,48.44397,-101.71495,Carpio,ND,"CARPIO, CITY OF",Ward,9010002,Des Lacs,Collection: Separate Sewers
1151438,38000195001,0.02,GRENORA WASTEWATER,Wastewater,48.61673,-103.9374,Grenora,ND,"GRENORA, CITY OF",Williams,10060007,Brush Lake Closed Basin,Collection: Separate Sewers
1151455,38000214001,0.04,HOOPLE WASTEWATER,Wastewater,48.541088,-97.642899,Hoople,ND,"HOOPLE, CITY OF",,,,Treatment Plant
1151493,38000253001,0.03,MEDINA WASTEWATER,Wastewater,46.899326,-99.307976,Medina,ND,"MEDINA, CITY OF",Stutsman,10130103,Apple,Treatment Plant
1151494,38000254001,0.02,MEDORA WASTEWATER,Wastewater,46.9117,-103.5121,Medora,ND,"MEDORA, CITY OF",Billings,10110203,Middle Little Missouri,Treatment Plant
1153617,37007602001,0.48,Ramseur WWTP,Wastewater,35.7329,-79.6535,Ramseur,NC,"Ramseur, Town of",Randolph,3030003,Deep,Collection: Separate Sewers
1153638,37007808001,0.2,PARKTON WWTP,Wastewater,34.882063,-78.999453,Parkton,NC,Parkton WWTP,Robeson,3040203,Lumber,Collection: Separate Sewers
1153784,37009501001,0.8,BLOWING ROCK WWTP,Wastewater,36.1409,-81.6698,Blowing Rock,NC,"BLOWING ROCK, TOWN OF",Watauga,5050001,Upper New,Treatment Plant
1194790,56000021001,0.11,MEDICINE BOW LAGOON,Wastewater,41.9073,-106.2069,Medicine Bow,WY,"MEDICINE BOW, TOWN OF",,,,Collection: Separate Sewers
1194800,56000035001,0.14,BAGGS LAGOON,Wastewater,41.0509,-107.6434,Baggs,WY,"Baggs, Town of",Carbon,14050004,Muddy,Treatment Plant
1195504,42001006001,15.2,Capital Region Water,Wastewater,40.2391,-76.8561,Harrisburg,PA,Capital Region Water,Dauphin,2050305,Lower Susquehanna-Swatara,Treatment Plant
1195788,42002017001,8.9,GREATER HAZLETON STP,Wastewater,40.9708,-76.0231,Hazleton,PA,GREATER HAZELTON JNT SEW AUTH,Luzerne,2050107,Upper Susquehanna-Lackawanna,Treatment Plant
1196666,42005174001,0.65,DERRY BOROUGH STP,Wastewater,40.333,-79.2992,Derry,PA,DERRY BORO,,,,Treatment Plant
1196925,42005428001,1.11,FORD CITY STP,Wastewater,40.7812,-79.5248,Ford City,PA,Ford City Municipal Sewage Disposal Authority WWTP,,,,Collection: Combined Sewers
1105280,05000495001,0.28,Foreman WWTP,Wastewater,33.717637,-94.382718,Foreman,AR,Foreman,Little River,11140109,Lower Little,Collection: Pump Stations
1105314,05000514001,0.412,Carlisle WWTP,Wastewater,34.770083,-91.753222,Carlisle,AR,Carlisle,Lonoke,8020402,Bayou Meto,Collection: Separate Sewers
1105438,05000638001,0.5,Des Arc WWTP,Wastewater,34.962472,-91.495444,Des Arc,AR,Des Arc,Prairie,8020301,Lower White-Bayou Des Arc,Treatment Plant
1109083,13000080001,0.09,Bowman Pond,Wastewater,34.197833,-83.024694,Bowman,GA,City of Bowman,,,,Collection: Separate Sewers
1109215,13000197001,13.5,Brunswick-Glynn County Academy Creek WPCP,Wastewater,31.1675,-81.5032,Brunswick,GA,"Glynn County, BGJWSC",Glynn,3070203,Cumberland-St. Simons,Treatment Plant
1109278,13000222002,9,Warner Robins Sandy Run Creek WPCP,Wastewater,32.578624,-83.594865,Warner Robins,GA,Warner Robins,,,,Treatment Plant
1109346,13000547001,3,Cairo WPCP,Wastewater,30.8687,-84.2163,Cairo,GA,City of Cairo,Grady,3120002,Upper Ochlockonee,Collection: Separate Sewers
1109366,13000567001,0.75,Cleveland WWTP,Wastewater,34.605567,-83.798015,Cleveland,GA,Cleveland,White,3130001,Upper Chattahoochee,Treatment Plant
1109439,13000626001,2.225,Fort Valley WPCP,Wastewater,32.560356,-83.874072,Fort Valley,GA,Fort Valley Utility Commission,,,,Treatment Plant
1113528,17000251001,0.08,LENZBURG STP,Wastewater,38.2917,-89.8233,Lenzburg,IL,"LENZBURG     ,VILLAGEOF",,,,Collection: Separate Sewers
1113876,17000597001,3.75,EFFINGHAM WWTP & COLLECTION SYSTEM,Wastewater,39.1088,-88.5332,Effingham,IL,"EFFINGHAM      ,CITYOF",Effingham,5120114,Little Wabash,Collection: Combined Sewers
1114000,17000721008,2.3,"MWRDGC, LEMONT WRP",Wastewater,41.6774,-88.0002,Lemont,IL,MWRDGC,Cook,7120004,Des Plaines,Treatment Plant
1114095,17001501001,0.11,FARINA S.T.P,Wastewater,38.8317,-88.7729,Farina,IL,"FARINA, VILLAGE OF",,,,Collection: Separate Sewers
1114288,17006911001,0.08,ALTONA STP,Wastewater,41.114602,-90.16325,Altona,IL,"ALTONA, VILLAGE OF",,,,Collection: Separate Sewers
1114306,17007200001,0.09,ALBERS STP,Wastewater,38.5435,-89.6102,Albers,IL,"ALBERS, VILLAGE OF",,,,Treatment Plant
1114375,17007712001,0.1,DAKOTA STP,Wastewater,42.38467,-89.51518,Dakota,IL,"DAKOTA STP, VILLAGE OF",Stephenson,7090003,Pecatonica,Treatment Plant
1114383,17007813001,0.132,"KIRKWOOD, STP",Wastewater,40.8653,-90.7541,Kirkwood,IL,"KIRKWOOD, VILLAGE OF",,,,Treatment Plant
1120166,18000328001,24,TERRE HAUTE WWTP,Wastewater,39.4289,-87.4319,Terre Haute,IN,TERRE HAUTE BOARD OF PW & S,Vigo,5120111,Middle Wabash-Busseron,Collection: Combined Sewers
1120270,18002110001,7,LAPORTE WWTP,Wastewater,41.5855,-86.6803,La Porte,IN,"LAPORTE, CITY OF",La Porte,7120001,Kankakee,Treatment Plant
1120435,18004874001,1.8,LAGRANGE WWTP,Wastewater,41.6513,-85.4133,Lagrange,IN,"LA GRANGE, TOWN OF",,,,Treatment Plant
1123497,19000050001,0.032,AURORA STL,Wastewater,42.6094,-91.7372,Aurora,IA,AURORA CITY OF,,,,Collection: Separate Sewers
1123676,19000259001,0.626,EDDYVILLE WWTP,Wastewater,41.1392,-92.6175,Eddyville,IA,"EDDYVILLE, CITY OF",Wapello,7100009,Lower Des Moines,Collection: Separate Sewers
1123900,19000511001,0.042,MCCAUSLAND WWTP,Wastewater,41.7498,-90.4432,Mc Causland,IA,"MCCAUSLAND, TOWN OF",,,,Treatment Plant
1168280,22001430001,3,WEST MONROE REG STP,Wastewater,32.4588,-92.1485,West Monroe,LA,WEST MONROE CITY OF,,,,Treatment Plant
1170522,49000179001,0.13,MANILA,Wastewater,40.9881,-109.7219,Manila,UT,Town of Manila,Uintah,14040106,Upper Green-Flaming Gorge Reservoir,Treatment Plant
1172526,40000115001,8,EDMOND COFFEE CREEK WWT,Wastewater,35.6738,-97.3852,Edmond,OK,EDMOND PWA,,,,Treatment Plant
1172724,40000492001,0.34,STIGLER MA WWT,Wastewater,35.2661,-95.1462,Stigler,OK,STIGLER MUNICIPAL AUTHORITY,Haskell,11090204,Lower Canadian,Treatment Plant
1172726,40000495001,0.032,DUSTIN PWA WWT,Wastewater,35.2675,-96.0267,Dustin,OK,DUSTIN PUBLIC WORKS AUTHORITY,,,,Collection: Separate Sewers
1172781,40000599001,0.65,PURCELL WWT,Wastewater,34.9957,-97.3533,Purcell,OK,"PURCELL, CITY OF",,,,Collection: Separate Sewers
1172804,40000650001,0.065,BOYNTON PWA WWT,Wastewater,35.65231,-95.644698,Boynton,OK,BOYNTON PUBLIC WORKS AUTHORITY,Muskogee,11110101,Polecat-Snake,Treatment Plant
1172816,40000669001,0.039,LENAPAH PWA WWT,Wastewater,36.8475,-95.6272,Lenapah,OK,LENAPAH PWA,Nowata,11070103,Middle Verdigris,Treatment Plant
1175233,06001082001,1.4,HEALDSBURG WWTF,Wastewater,38.5824,-122.8695,Healdsburg,CA,"HEALDSBURG, CITY OF",Sonoma,18010110,Russian,Treatment Plant
1175290,06002033001,15.4,NAPA SANIT. DIST WWRF,Wastewater,38.2356096,-122.2843624,Napa,CA,Napa Sanitation District,Napa,18050002,San Pablo Bay,Treatment Plant
1175421,06003053001,1,MONTECITO WWTF,Wastewater,34.4208504,-119.650533,Santa Barbara,CA,Montecito Sanitary District,Santa Barbara,18060013,Santa Barbara Coastal,Collection: Separate Sewers
1175592,06005074001,0.06,Snelling WWTF,Wastewater,37.5194,-120.4522,Snelling,CA,Snelling Community Services District,,,,Collection: Separate Sewers
1175851,06005780001,0.1,BIEBER WWTF,Wastewater,41.121754,-121.142184,Bieber,CA,Lassen Co. Waterworks District #1,Lassen,18020002,Upper Pit,Collection: Separate Sewers
1175928,06007019001,0.375,WESTMORLAND WWTF,Wastewater,33.0323,-115.6301,Westmorland,CA,"Westmorland, City of",,,,Collection: Separate Sewers
1179203,46000105001,9.8,Rapid City ,Wastewater,44.0235,-103.0962,Rapid City,SD,"RAPID CITY, CITY OF",Pennington,10120110,Rapid,Collection: Separate Sewers
1183215,48003056001,0.378,Itasca WWTP,Wastewater,32.1599,-97.1504,Itasca,TX,CITY OF ITASCA,,,,Collection: Separate Sewers
1183234,48003083001,0.12,Gorman WWTP,Wastewater,32.2018,-98.6842,Gorman,TX,CITY OF GORMAN,,,,Collection: Separate Sewers
1183630,48005080002,0.26,Jim's Bayou WWTP,Wastewater,32.994472,-94.375611,Linden,TX,CITY OF LINDEN,,,,Treatment Plant
1183707,48006044001,0.2,HEMPHILL STP,Wastewater,31.3715,-93.7907,Hemphill,TX,HEMPHILL,,,,Treatment Plant
1183775,48007006001,4,CLUTE WWTP,Wastewater,29.0155,-95.3907,Clute,TX,CITY OF CLUTE,,,,Collection: Separate Sewers
1183876,48007056001,2,West University Place WWTP,Wastewater,29.6967,-95.421,Houston,TX,CITY OF WEST UNIVERSITY PLACE,,,,Collection: Separate Sewers
